review_id,user_id,business_id,review/0/0,date,time,categories,city,state,stars,business_review_count,predicted_review_score,actual_yelp_score
FPieX9zGqBzG9A3ZCp7V7g,X0YpEIL1aURFnlk5HNb59A,U-VlSil0ZxpbfBX6TxKXbw,"This location went from a 2 star to a 1 star.. If 0 were an option I would have chose that. Today I bought a coffee thru the drive thru. Americano, sugar free vanilla with cream. Tasted completely burnt and sour and normally it's smooth and sweet. The rest of the day I was physically ill and had to stop everything I was doing and go home.. I'm guessing the creamer was spoiled cause they leave everything out, and didn't feel like getting a fresh one for there customers. I'll drive a little farther next time to go to a better location.",2016-02-18,05:30:03,"Food, Coffee & Tea",Indianapolis,IN,3.5,46,1.875,1
IpDYegfYr8N462KyHSn27g,JAlIqaYwI0Lf2DXtRBHoXQ,37QpeBaevTiz0vC2unFT4g,"The coffee is good coffee, you know, standard Starbucks coffee. The people there are so nice but they are always SO SHORT. There's no parking and the cars back up in the road to get in because the drive through goes so slow. You get blocked in the parking spots constantly and I have had to wait up to thirty minutes for a coffee I ordered in advance on the app. They REALLY need to move locations and hire more staff!!!",2020-09-20,15:09:54,"Food, Coffee & Tea",St. Charles,MO,2.5,92,1.6,2
ceAibvz3galDrZYzOq1zZA,yReELA8LnOtOwT-uYDp8bw,Ag_GeZwOrT0nmyhnKQiVBA,"came in on vacation and they were so speedy with my order, there was a mistake with whether my drink was iced or hot and they fixed it immediately and were extremely accommodating and sweet about it. good music, nice place to sit down and relax! one of my best experiences at a Starbucks!",2019-06-23,11:50:06,"Restaurants, Coffee & Tea, Food",Philadelphia,PA,3,46,5,5
DefxK5hozCzklroSumMFMw,7Ix6TYbphOXFp1RHuNtmRQ,E4hgF2y1DiDdijo7rcOrLA,"The staff is great here - fast, pleasant and always in a good mood considering the fast pace in the mornings of caffeine deprived customers",2017-07-14,00:22:09,"Food, Coffee & Tea",Lionville,PA,2.5,17,5,5
cjFDDnONNoCMQ6i3gRNyoA,yL1ZRd1s_StvQblPH_g4PQ,VPZY6vzompsA69myzmQDgg,"I typically am not inclined to write a review for a Starbucks I go into once, but I felt inclined to write one for this location for several reasons. Lots of younger people working and they were exceedingly polite, greeting each customer, not rushing, yet still kept things moving and hustling to get drinks and orders to the lots of waiting customers. I was very impressed with how they worked together to take care of everyone quickly and our drinks were made well. Nice job ladies!",2017-03-30,14:15:10,"Bakeries, Food, Coffee & Tea",New Orleans,LA,2,7,5,5
BmWRmKKWRuO9DwQk537aoQ,Nfx0oJyI3wcGdwar5I6IVQ,kKkw3zsIGMQDFQXP-_yYbQ,"Super friendly crew, the baristas seem like they have fun being there. VERY busy store but communicate with each other well. Although they're always busy no matter what time you go they always makes my drink right, in and out quickly.",2016-07-21,16:05:33,"Coffee & Tea, Food, Restaurants","Mt Laurel Twp, NJ",NJ,3.5,45,3.6999999999999997,5
THf-275Vt_-bUBYU54-O1w,NdX1_MRm4RmOr5JuFQ28pg,H-6Obgfximh5vDpgWGlHlg,Would be better if the staff didn't talk bad about their customers when other customers can hear. Overall not a bad experience; staff seemed to enjoy each other's company. But it leaves a bad taste hearing then talk about other clients in a bad way while people waiting for their drinks. It just leaves a bad taste and makes me wonder what they say about me when I leave.,2017-05-13,15:53:46,"Food, Restaurants, Coffee & Tea",Montgomeryville,PA,3,53,2.9,3
jAWyG_Qsxq2TE6Qpsmj1bQ,PGqhwyRU8egVkKchI3to7g,SbGlm_zejxo5hec2Kniojg,Asked for a granda latte with 2 inch of room. Drink came with maybe a inch. The girl said here is the drink. Not sure what he did? Refused to correct the issue.,2017-09-22,10:27:33,"Food, Coffee & Tea",Saint Petersburg,FL,3,14,0,1
-PIth8b6PiZeT-ZNkV5ddw,MR9ICv0y__1wNvOwusN3_Q,wVgo5MaohDWNuudZWWwfJg,"I just bought an ice coffee, it's the Slowest drive thru service with rude attitude!  You can see the ladies work there are joking and laughing doing nothing thru the glasses.",2017-03-29,15:42:09,"Coffee & Tea, Food",Philadelphia,PA,2.5,33,0.9,2
upPf3zyuXVTw1IKD4lZyIQ,GGSqyGssajjQhknA3-M_pA,yi1qt3cUK-RojZPXEjVFXQ,First of all I love Starbucks. My husband and I were looking for coffee the day we left Reno. We figured any Starbucks is the same. I was disappointed with this location and had to wait over 25 minutes  for two coffees!   The way it was set up it was awkward to say the least. It seemed we had to push chairs out of the way to walk out....the one and only door we had to enter. The workers were friendly enough but it just seem to take forever and was awkward.,2016-05-31,21:36:48,"Coffee & Tea, Food",Reno,NV,3.5,50,1.25,3
m_Nm8zC06wMedoHI6Ag2RQ,q39mVpfBW8GQ57sjyJRwNA,5QmWfGLN0E-cjfUs_Y3CDw,"Perfect place for a shopping break. There's indoor and outdoor seating. Baristas are always super nice and the overall vibe is so relaxing. I had a Starbucks reward so I got an iced venti vanilla latte and it was the definition of perfection.  

Fun fact: Starbucks Coffee could have been called ""Pequods Coffee.""",2019-03-17,16:37:36,"Sandwiches, Salad, Food, Coffee & Tea, Restaurants",Lutz,FL,4,26,4.875,5
CGB5IFzVvakIOlQQfNEYrg,tOS890ZawuvLecvNsGV8QQ,ovC2avD35bouIDnxJfWHGQ,This Starbucks has failed me so many times today I asked for iced macchiato splash of heavy cream and they gave me a hot drink. I asked they remake it and they basically gave me a cup of cream that is not consumable. And before I ordered sugar free caramel macchiato to then find out they don't have that option so this past year I have been I unknowingly been drinking sugar! This is so dangerous what if I was diabetic!!!!,2018-08-22,12:27:11,"Coffee & Tea, Bakeries, Food",Clearwater,FL,3.5,52,0.35,1
XEvtUXwdJHPVzLBc5cGaWg,5dcCYWV0MdlE9iiI-ZVSxA,VA3WTqU9b88Zgck34s-0sg,"Soooo, this is me being nitpicky, but I found this comical and slightly annoying. Any time I order my specific drink, I have two customizations that are incredibly simple. It gets messed up occasionally because the baristas have a routine when making drinks and I get that. It happens. Normally, I'll let the barista know, they will hand me a new drink, and ask if I want to give the incorrect one to someone else. I always do to pay it forward cuz the drink is still good and who doesn't want a free Starbucks to make their day better. The barista originally asked if that's what I wanted to do and I said sure, she talks to her manager, and is like ummm I think I will just toss that one and takes the incorrect drink. It's not the end of the world, but it's just bad managerial skills. You would rather toss a drink that YOU made incorrectly to what I prefer, instead of letting me gift it to someone else to keep me from getting two? I didn't make the mistake and you just wasted a drink unnecessarily. Only Starbucks I have ever had do this and I won't be back. It was incredibly awkward and a like, really moment lol. I'll stick to my Murfreesboro locations especially after reading the other reviews.",2019-09-03,14:43:16,"Coffee & Tea, Food",Smyrna,TN,3,79,0.8,2
NZWKMjz-tNolr_IOgSTeSw,MA5Ff_s5YSAOLSr13QLs9A,WfGXFCu0e0SVr9tZG3-TfQ,"Extremely poor service. First made one of the drinks wrong that I had ordered. Then we stood and waited for the food to be ready for 15 minutes before I had to ask about it. They apparently forgot. Gave me a plain croissant instead of a chocolate croissant and a bagel with cream cheese, instead of toasted with butter. Starbucks in airports need to work much quicker since most people are trying to get to a flight. Unacceptable.",2016-04-25,14:16:23,"Coffee & Tea, Food",Nashville,TN,2,43,0,1
KlevpZZzTHTeO1W2QV8jXA,v4vb7goDlQM1mMpc83tzGg,X_T1gP8z1f_sGNX7qV0PJw,This Starbucks location inside the Greenwood Target had some very friendly Baristas working yesterday. Through the Target app; Target has been offering 20% off drinks. I took advantage of that discount several times before the coupon expires. They were unfortunately out of my favorite breakfast sandwiches; however that is something I encounter frequently at many Starbucks locations. The Barista made a delicious iced Americano Cold Foam Irish Creme for me and I got one of my favorite treats - a brownie.,2020-02-25,00:48:55,"Food, Coffee & Tea",Greenwood,IN,4.5,6,3.25,5
H5bAyj4--IoMQm867z9zcw,k991RbaPygzLARE3CNpgag,vp_hPIvAcUJ7xjuWxYLZAg,"I absolutely love this Starbucks location! I come here most Wednesday mornings at 6:30am and the staff is always super positive and welcoming! Not only is the staff friendly, but it's been a great space to meet other people in the area who have made this their neighborhood coffee shop! There is plenty of space and usually an open outlet for a charger! Long live the Caffeinated Siren Queen!",2019-12-03,16:27:17,"Fast Food, Restaurants, Food, Coffee & Tea, Sandwiches",Indianapolis,IN,4,32,4.875,5
xT1F5fJlIce0IfLCZ26xhA,cS61uflmhe8phJV_PT3HAA,eiQ7HEEuzToQue026gutXw,"If a snail or a child ran a business, this would be it. They should change the name to Starbucks the Experience, because it feels like a Disney ride. Ridiculously understaffed or just terrible group of workers. Rather go to the one in Medford, faster and cleaner too.",2021-11-06,16:21:04,"Coffee & Tea, Food",Lumberton,NJ,2,9,2.475,1
lnULDXARFJy8H-mCkpDB2A,3znPmNYYV2CjjsDjFVuytQ,9c1p8TTOG_F55i3yEiVVDQ,"This location use to be my Go To place for studying. I stopped going there because the baristas conversate amongst each other so loudly about their personal matters (even when the background music is playing). They should remember that Starbucks is a place where a lot of their consumers come to do their work/study. I use to admire the quiet environment they once provided. Their customer service went down immensely. 
Now, my new spot is Kafe TR on Ashton Road for those who want that quiet environment! Please, also train the baristas to be friendly rather than  having rude attitudes and miserable faces. They look like they hate being there.",2016-06-02,04:13:37,"Coffee & Tea, Food",Philadelphia,PA,2,70,1.625,1
Soa2aPJKichUWS16j7TR4Q,dH5621mQHTMNRfJO7-s03Q,dHYGLQkSxp8nFyzydmgeVw,"Always nice people 
Always consistent 
Coffee never bitter
Nice option to sit from time to time and get get the day moving forward.",2020-02-04,13:27:51,"Food, Coffee & Tea",St. Petersburg,FL,3,45,4.95,4
slvnSHY72UWlAN4miT8vzw,i6yU6keDqiWAiQGQ3kmyDQ,aWQ2ObC8LoMCpl4w33mokg,"Horrible Service. Unorganized. Slow. No sense of urgency whatsoever. I counted 4 people behind the counter moving slower than molasses. I've been to A LOT of Starbucks coffee houses, and this one is definitely the worst I've ever experienced. I waited approximately 20 minutes after ordering my beverage and STILL they didn't have it ready. I had to ask for a refund because I had to leave. They seemed to be upset that I asked for a refund.. like I was the problem?? Anyway, I've been to this location a few times and always left unhappy either because of the service and/or poorly made drinks. The reason I had continued to go is because the location is convenient, but I can't sacrifice my time anymore for lousy service. Get it together people!",2014-12-03,03:49:41,"Food, Coffee & Tea",East Norriton,PA,3,32,0.125,1
OpRurA4yI3MbuFnehfkylQ,jCw99WybEwOnuZM4xBUKQg,eQdB1ZjnNspjE7KTFzblzA,"The space is a bit crowded, but the coffee is standard Starbucks. The pickup area is ineffective for the space, but it is something the atore has to work with. The service was efficient, and even though the lineup was off-putting, I was not dissatisfied with the time it took to get my drink.",2017-10-22,17:04:38,"Coffee & Tea, Food",Edmonton,AB,3,11,2.5,3
sIu0hARa-fH-gOQh9fUivg,KXpfG9zNuE3233_Ym_ArUQ,lcJc6yH1uqwMOBNO6ux5UA,"Outside of the 15 minute wait for an iced vanilla latte and growing, the ambiance of this Starbucks provides serenity when patience is necessary.

The staff that is here has changed and in between them explaining how bad their schedules were made; found it possible to make a couple of drinks. 

However, aside from the collegial disgruntlement of a staff the patrons go about their work with absolute mindfulness. The cozy fireplace and modern decor invite you to sit down, plug into a book and forget about the bustle of the day.

Meanwhile....I'm still waiting on my latte.",2016-10-25,14:29:08,"Coffee & Tea, Food",Indianapolis,IN,4,40,0,4
vlFWDya97DUPFUckhba7dg,arthZv-n4k1KkXtsZOSwmg,2f1ZnZg7730yChhV24ARJw,"I always enjoy my drinks from Starbucks (bring back Valencia Orange Refresher).  A pet peeve of mine is when someone does not say thank you or you're welcome. When placing orders at the drive up, it would be pleasing to hear them say thank you.   They say thank you at the window,but it should also be said when you place your order. Why not?  It is what starts your day.  Gratitude is so important!",2015-10-17,13:05:22,"Coffee & Tea, Food",Indianapolis,IN,3.5,44,4.875,4
m-GnCI964ZK7VSTttGtwIQ,L1L7VRtUaY8jAJWUWIwyhw,JngvCO_EWSG5r3Mcy_5_9A,"Worst starbucks I've been to. Lost my drink order, then proceeded to blame me. Waited 25 minutes fir my drink. Never received an apology. And was late to class.",2016-09-19,14:00:08,"Restaurants, Food, Coffee & Tea",University City,MO,3,24,0,1
FGQCRP3CpDnJMzIAlCXu1w,LnFIWZM_l__4t8Qxj3pnOg,yjXSQDwuI49poc3MA7AGdw,"I usually love this star bucks, but this time the older women making my drinks was rude.",2013-12-13,14:03:06,"Coffee & Tea, Food",Philadelphia,PA,3.5,39,0.05,2
J25VbRjbEfXwqarLXkty6Q,aW6PC6FlwHyCXnejwpLClQ,KD20H4BiOqSaw-0n5LsV1A,"i had to take place my order to pick up at this location because the one on citrus was out of most ingredients today. i ordered about 12 drinks. if i was at work and someone ordered 12 drinks... i'd probably hate my fucking life, too. told the girl im picking my mobile order up and they had my drinks in one corner and i stood there waiting for them to give me my drinks. some point, i asked her can i bring some drinks to my car and come back to get the rest. dont really know what happened but i ended up reaching over to get my drinks and put them in cup holders!! :-) i kindly asked her if the girl wouldnt mind pushing my drinks towards me because i couldnt reach that far. i didnt want to keep bothering her either. im just going to stick with the one on citrus.",2021-05-07,05:38:06,"Food, Coffee & Tea",River Ridge,LA,3.5,21,1.325,3
jB4qzrLXVwXuj2N1hJFBFg,abGSYrs1tIy8U9fvN11sDw,ocvQV-47kkkG19z8tmedpw,Not very busy compared to most Starbucks. Kind of slow for the lack of business. Close to our hotel so that was nice,2020-07-25,14:36:37,"Food, Coffee & Tea",Mt. Juliet,TN,2.5,28,2.175,3
H1pqo8VporaY-PSF9gY87Q,PcMLFU1XQkAdLkWIA_ZMSw,dXmx686sTWcyTHB0vXm5JA,Hands down worst Starbucks that I've been to. Getting a drink here usually takes about 30 minutes. Not worth it. I only stop here if it's my LAST resort for caffeine. The lines are outrageous and there's just not enough people working registers and not enough people making drinks. For a week straight I couldn't get any drink that I wanted because they ran out of cold brew each day which was insanely annoying considering I'd already waited in their huge line. A complete waste of my time. They could at least put up a sign when they are out of something so that we have the option to go elsewhere. Honestly do not go to this Starbucks unless it's completely dead.,2018-11-09,05:18:23,"Food, Coffee & Tea",Tucson,AZ,2,9,0.025,1
mBz-v9hXQHIfAM0c26OrMQ,Q-H4m-8R24VZSS_svjlG4Q,HlaqPcOkOb7AjLpYU5fsoA,My favorite Starbucks. They never forget my order. They make it with smiles on their faces,2016-08-11,04:43:11,"Coffee & Tea, Food",Sahuarita,AZ,5,10,4.475,5
gaOeH-LyHC0CbyY8B_chfw,EP-T2LLB5dLDtMpzHSWQ7g,9c1p8TTOG_F55i3yEiVVDQ,"Worst experience I ever had at any coffee shop ever. I waited in the drive thru for over an hour. It seemed like they forgot about the drive thru line because I kept watching people pull in the parking lot go in and order pay wait and get there order. When I finally got to the window the employees were rude and disinterested in helping me. When I finally got my coffee the order was wrong. I will never go to this Starbucks again. STAY AWAY UNLESS YOU WANT HORRIBLE SERVICE, RUDE EMPLOYEES, AND AN INCORRECT ORDER.",2017-04-25,03:43:13,"Coffee & Tea, Food",Philadelphia,PA,2,70,0.025,1
qRDM1Gklq-TPFnA-mnEpYQ,GLEN2i1n7FsDlpaAgXgRoA,ZDNPWWMny8RzZ9Wg27aMFQ,"Your typical Starbucks located within another organization - small and without a lot of the extras. For example, no breakfast sandwiches :( Or any hot food what-so-ever. But staff was friendly.",2013-04-21,01:16:38,"Food, Coffee & Tea",Indianapolis,IN,2,79,5,3
D40J0_OLC17ZucxkwkpnPg,pJZzkkrgs_rjIAmOWM20XQ,5qVG7T82jRnKGR9O7_0cFw,Sarah was great.. The guy that made my 3 caramel frap didn't bother letting me know that my coffee was ready. He went on to serve someone else. While the other ppl had to cross over my 3 drinks....,2019-03-14,17:57:03,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Cafes",New Orleans,LA,3,130,4.375,1
wzhzmdkGRmAI7TKE96J2aQ,GgJr5L5rUQa9cvprTikdTg,xBFNCseDehGAf5D--HWG5w,"Do not bother to come to this Starbucks (Elcon Mall) in the evenings! It says they are open till 10:30, so you come in, order your coffee at 9:45, then you get kicked out at 9:55 because the lobby closes at 10. So you transfer to the outside table, get comfortable only to be kicked out again at 10:05 because they have to lock the chairs! And if you do not like it, talk to a manager who is nowhere near!

I have been out of Tucson for a while and this used to be MY Starbucks. It used to be a customer friendly place where the crew did not have to defend their actions by shifting responsibility to some distant managers. 

It's OK if Starbuck's new preferred way of dealing with customers is through a faceless drive thru. But why not kindly spell that out on the Google search hours-of-operation page? So that those of us who prefer getting a personal touch with our $5-coffee-flavored-water would know it's an unfriendly place to stop by during an evening walk.",2017-12-02,06:06:59,"Cafes, Restaurants, Food, Coffee & Tea",Tucson,AZ,3,10,1.4000000000000001,1
JPL6w0I6lj3Jwz1yY9UJpA,esMNMMH7BKkiJd91fvO-FA,zXCB28oFHB3SFNPKIDpdfw,great customer service by the lovely lady with glasses.,2012-02-10,03:06:43,"Food, Coffee & Tea",St. Louis,MO,3.5,22,5,4
HsK6By9n4l5v0Gp0FEYjHw,VRSpx_5mCoUNdggVyybl2Q,vtJzY7yw636iiEH5tz3B-g,"Great place to get work done! My new obsession is the mango tea lemonade!! 

Love the feature to order ahead and have it waiting for you!!!",2016-09-01,20:21:40,"Coffee & Tea, Food",Carmel,IN,3.5,21,5,5
VpTgG4gQyjWICWs9Bxzt4w,Zn8tgekH0oCfyk4SUtygoA,6fqL0jlPqhj0j_--hF3HWg,"This Starbucks has one key feature that puts it on my regular itinerary. It's near where I sleep and therefore can provide an early morning double espresso when I'm too lazy to crank out some coffee on my own. 

Honestly, I've been to so many Starbucks that I can't really tell them apart anymore. Why is there not a Yelp badge for this amazing accomplishment Hello!? Yelp! I want a badge now. 

Ok. Maybe this is the caffeine talking.",2014-04-03,12:51:24,"Food, Coffee & Tea",Clearwater,FL,3.5,32,2.575,4
6y7ff5nehNWNRUpMHf_6CA,mIcrYXYGyf_4vZSj87BMzA,yBrK-DwpdbJY2F795ZStcw,Super awesome staff! They are very fast and welcoming. This is the only starbucks I will go to...the others don't even compare.,2015-03-05,23:38:09,"Food, Restaurants, Coffee & Tea",Sparks,NV,3,55,4.450000000000001,5
0NyZjohqSNa3brgb5DLh3g,MWODim3pDmpNSX4c28tyYQ,wWoX5l58K8YTokEWRcFstw,"Love this location! Always great service, friendly,fast, always get my order right, and drive through is the biggest plus.",2013-10-07,12:58:48,"Food, Coffee & Tea",Wesley Chapel,FL,3.5,57,5,5
Bp59hWk_V5BTf7ezdaJ6FA,llYaY5W1-xdvijb59Hi86g,aJvxWyQIG5OLfBw3qAe8xA,Great customer service. The drinks are always good. I'm Usually in an out the drive thru pretty fast besides during the peek hours. Will definitely go here again.,2014-09-05,21:39:14,"Restaurants, Coffee & Tea, Food",Nashville,TN,3,65,4.65,5
H3jivvvugp0O6aPx4Ww8RQ,P7u-LT6RFnABIWLt8CrU8Q,B6k9V9q3BaSCjWtDyNipfA,"First off, the advertising in the store is horrible. There was a display of breakfast sandwiches that were labeled collectively as ""breakfast sandwiches"". No further descriptions for each sand which. So if you wanted a specific sandwich you saw, you had no idea what to tell the cashier. 

When I told the cashier I wanted a breakfast sandwich she frustratedly asked, ""which one?"". Well maybe if you labeled them I would know which one I wanted. She also failed to inform me of the options which in turn led to me canceling the whole order. 

Horrible customer service. 

The way the line formed was ridiculous. Find another Starbucks location. You won't regret it.",2015-02-14,15:22:24,"Coffee & Tea, Food",Bala Cynwyd,PA,3.5,36,0.675,1
T_KQUeK7u478ANswonKKIQ,0gjhJz1pS47DfOmvL_9Ixw,8zBmf2sXiiCl1EuztLWNhQ,"Nice staff, lots of outside seating on the sidewalk, and inside. I live close, but I am happy to have a neighborhood Sbux. Would be better if it had a drive thru, but it isn't set up that way, so I forgive them!",2015-10-28,18:29:21,"Food, Coffee & Tea",Clearwater,FL,3.5,42,3.8249999999999997,4
XAmzqqOFmNI6zutl5Ndnew,MWAtqevcMUofGnxL8aZCHQ,88r-82tHoOm52PSt6dXy0g,Avoid at all costs!  We stopped in for a simple drink and it's now thirty minutes later and we still don't have it.  Plus the bathrooms are worse than any gas station I've seen recently.,2016-07-23,21:52:35,"Food, Coffee & Tea",O'Fallon,IL,2.5,117,0.55,1
VNwFn0N9jUH_jgGaqOORsA,zI5kbYGydcnRSj2K-ZVHkQ,soaZ7_oU7xcphlw6gpWblg,"This is the perfect location for an SBCC student like myself to study, socialize, and grab a drink. The service is always great, very friendly staff. Also, try the Very Berty Hibiscus Refresher if you haven't already. I'm not sure why there's so many bad reviews, so don't give up on this location. It's really great.",2012-07-25,18:48:23,"Food, Restaurants, Coffee & Tea",Santa Barbara,CA,3,47,3.75,5
rct-M6tfvuGVXbzy4lIpTw,rLPMxUDKMkvpJay3qvhRdA,qnTszlGgzUBu44tdQR7QgQ,"I don't know how the barrista's are supposed to be trained, but the one I had this morning clearly needs more training. I know this isn't Europe, where they actually know how to serve a pastry, but the service was ridiculous. I walked in, put my computer and book bag down, and went to order my food. I ordered a chocolate croissant and bought a bottle of water. The girl just threw it in a paper bag and stuck a label on it. Is that how Starbucks is training their people? Pastries of any kind are supposed to be served warm and on a plate. I know, very difficult. We Americans and our high standards. Such snobs we are, expecting a pastry to be warmed up and put on a plate as opposed to being thrown in a bag. Making coffee and pastries is so hard these days! If I wanted a hard piece of chocolate, frozen between the layers of a piece of bread, I could do that at home. Even at home I'd at least get a plate",2014-05-25,20:50:41,"Coffee & Tea, Restaurants, Food",Tampa,FL,3.5,57,0.4,1
NGNFapmMnzGdl8BSd_Ky-Q,DjpwD4hl0VzlkENOjY_TSw,CV2NybLmtkyegVvoZ-Ncgw,"Hey Starbucks-

When someone comes in with their four year old and asks about the dragon drinks caffeine content- you should probably give a better answer than ""barely any"". 

You guys served my toddler 45mg if caffeine today and I had NO idea. This could be incredibly dangerous. All dietary questions should be treated with seriousness. 

I won't be going back to this location. And maybe Starbucks at all.",2019-12-04,02:03:51,"Food, Coffee & Tea",Vail,AZ,3.5,6,0.44999999999999996,2
RJvezOgv9_ZIP5PmahtAqA,RCn5yQhyfxiy_AMn_VWzDg,EM1P1u4ihl1Ritzm-P14iQ,"Love this SB location. My favorite part is seeing my baristas and getting my happy greetings from them! Love Michelle, Nick, Brady, Hailey and several others. I hate that I can't recall all their names. My drinks are always made quickly and accurately!!",2018-07-26,05:05:47,"Coffee & Tea, Food",Sparks,NV,4,49,3.95,5
Afd2Ni7A0xWBmIJBU5UKDg,sLQWRwuxGAULf5D5z1qPaw,QDIayj7bwqoH-rrBfbBZBA,"St. Louis, MO Airport

Good coffee as usual. Workers need to drink coffee to wake the HECK up!!! Customer service sucks. My ""warmed bread"" is cold. 

Bad attitude from the servers...",2014-10-26,11:00:27,"Coffee & Tea, Food",St. Louis,MO,2,66,2.3,3
Zo1Aszxa3sENwOVNanvYOQ,WwulXySQN8t2hwqH_yWurA,2sGHOKjHl5S0iqRDTmNgMQ,"Located in a small brick house off of 116th Street, this Starbucks frequently has a long line of car going through the drive-through. The inside is surprisingly large and full of great work spaces. There's a big bar against the windows, but community table, and a few smaller tables. Service seems to go super fast inside (fewer people opt to actually go inside when there's a drive-through). $3.75 for a cup of water and egg, sausage breakfast sandwich is pretty dang good.",2019-02-14,21:10:34,"Food, Restaurants, Coffee & Tea",Fishers,IN,3,32,5,4
cHVOCuApSsfWvJZAf8z5IQ,C2iFhJOLjUPZwAnv4te8Kg,hNH1ILskk1qu7TA0rBvvlw,"I'm generally ambivalent about Starbucks, but this location is worth patronizing.  The staff here seems very close and they are always friendly with customers.  The only thing I don't like is the shop's temperature.  In the summer, the air conditioning is on full-blast all of the time.  I'm not sure what they have the temperature set at, but it can't be higher than 65 degrees.  It's not a problem if you're trying to stop for a quick drink and get out the heat, but if you're planning to do work here, you should bring a sweatshirt.",2011-07-22,16:49:12,"Food, Coffee & Tea",Indianapolis,IN,2.5,50,4.675,4
